action_id,loan_id,customer_id,collector_id,action_date,action_type,action_result,promise_to_pay_date,promise_amount,next_follow_up_date
A00003051,L002651,C01976,CL001,2025-12-31,Call,Promise to Pay,2026-01-05,1425196,2026-01-09
A00003052,L002651,C01976,CL009,2025-12-16,Push,No Answer,,,2025-12-18
A00003053,L002655,C00062,CL020,2025-12-31,Push,Promise to Pay,2026-01-13,204708,2026-01-04
A00003054,L002655,C00062,CL027,2025-12-31,SMS,Promise to Pay,2026-01-09,155237,2026-01-02
A00003055,L002655,C00062,CL026,2025-12-31,Call,No Answer,,,2026-01-07
A00003056,L002657,C01256,CL027,2025-10-18,Email,Promise to Pay,2025-10-30,953478,2025-10-28
A00003057,L002657,C01256,CL029,2025-11-03,Push,Promise to Pay,2025-11-04,181531,2025-11-08
A00003058,L002657,C01256,CL022,2025-11-10,SMS,No Answer,,,2025-11-16
A00003059,L002657,C01256,CL027,2025-11-27,Call,Promise to Pay,2025-12-08,688962,2025-12-07
A00003060,L002658,C00649,CL031,2025-12-02,Push,Paid,,,2025-12-09
A00003061,L002658,C00649,CL035,2025-10-23,Email,Rescheduled,,,2025-10-24
A00003062,L002658,C00649,CL025,2025-12-14,Push,No Answer,,,2025-12-21
A00003063,L002658,C00649,CL042,2025-10-20,Push,No Answer,,,2025-10-29
A00003064,L002658,C00649,CL027,2025-10-23,SMS,Paid,,,2025-10-28
A00003065,L002658,C00649,CL032,2025-11-18,Email,No Answer,,,2025-11-19
A00003066,L002658,C00649,CL037,2025-10-26,Field Visit,Promise to Pay,2025-11-06,195359,2025-10-27
A00003067,L002659,C01605,CL024,2025-11-28,Call,Promise to Pay,2025-12-09,430655,2025-12-08
A00003068,L002659,C01605,CL026,2025-12-03,Call,Promise to Pay,2025-12-12,146508,2025-12-10
A00003069,L002659,C01605,CL028,2025-10-15,Email,Refused,,,2025-10-25
A00003070,L002659,C01605,CL022,2025-12-05,SMS,No Answer,,,2025-12-14
A00003071,L002659,C01605,CL026,2025-10-20,Call,No Answer,,,2025-10-28
A00003072,L002659,C01605,CL029,2025-10-30,Field Visit,Paid,,,2025-11-08
A00003073,L002659,C01605,CL026,2025-11-10,Email,Promise to Pay,2025-11-21,190755,2025-11-18
A00003074,L002660,C00254,CL030,2025-11-24,Email,Rescheduled,,,2025-11-30
A00003075,L002660,C00254,CL024,2025-12-05,Call,Rescheduled,,,2025-12-11
A00003076,L002660,C00254,CL019,2025-12-08,Push,Promise to Pay,2025-12-10,3250004,2025-12-09
A00003077,L002660,C00254,CL028,2025-11-19,Field Visit,Promise to Pay,2025-11-22,4790685,2025-11-25
A00003078,L002660,C00254,CL030,2025-12-20,Field Visit,Wrong Number,,,2025-12-25
A00003079,L002660,C00254,CL024,2025-11-15,SMS,Refused,,,2025-11-23
A00003080,L002661,C00322,CL002,2025-12-23,Call,No Answer,,,2025-12-31
A00003081,L002661,C00322,CL013,2025-12-21,Field Visit,Rescheduled,,,2025-12-30
A00003082,L002661,C00322,CL001,2025-12-26,SMS,No Answer,,,2025-12-28
A00003083,L002661,C00322,CL005,2025-12-30,Call,Promise to Pay,2026-01-10,140922,2026-01-06
A00003084,L002661,C00322,CL008,2025-12-15,Call,No Answer,,,2025-12-17
A00003085,L002668,C00101,CL014,2025-12-28,Call,Refused,,,2026-01-01
A00003086,L002668,C00101,CL012,2025-12-22,Call,Promise to Pay,2026-01-04,168835,2025-12-31
A00003087,L002668,C00101,CL005,2025-12-29,SMS,No Answer,,,2026-01-03
A00003088,L002668,C00101,CL015,2025-12-31,Push,No Answer,,,2026-01-02
A00003089,L002676,C00936,CL005,2025-12-13,Field Visit,Paid,,,2025-12-22
A00003090,L002677,C01275,CL018,2025-12-09,Push,Promise to Pay,2025-12-21,151834,2025-12-10
A00003091,L002677,C01275,CL018,2025-12-12,Push,Paid,,,2025-12-15
A00003092,L002677,C01275,CL029,2025-12-22,Field Visit,No Answer,,,2026-01-01
A00003093,L002677,C01275,CL030,2025-12-31,SMS,No Answer,,,2026-01-07
A00003094,L002677,C01275,CL030,2025-12-31,Call,No Answer,,,2026-01-09
A00003095,L002677,C01275,CL027,2025-11-23,Call,No Answer,,,2025-11-30
A00003096,L002688,C01950,CL040,2025-09-25,SMS,No Answer,,,2025-10-03
A00003097,L002688,C01950,CL045,2025-09-12,Call,Promise to Pay,2025-09-15,200848,2025-09-21
A00003098,L002688,C01950,CL039,2025-07-27,Email,Rescheduled,,,2025-08-06
A00003099,L002688,C01950,CL018,2025-09-01,Call,Rescheduled,,,2025-09-03
A00003100,L002688,C01950,CL021,2025-09-01,Call,No Answer,,,2025-09-06
A00003101,L002688,C01950,CL035,2025-10-02,Email,No Answer,,,2025-10-05
A00003102,L002688,C01950,CL028,2025-08-29,Call,Refused,,,2025-09-01
A00003103,L002688,C01950,CL029,2025-08-01,Call,Paid,,,2025-08-03
A00003104,L002688,C01950,CL039,2025-08-03,Push,Refused,,,2025-08-08
A00003105,L002690,C00701,CL018,2025-12-11,SMS,Promise to Pay,2025-12-21,162277,2025-12-13
A00003106,L002690,C00701,CL025,2025-11-18,Call,Refused,,,2025-11-20
A00003107,L002690,C00701,CL017,2025-10-25,Push,No Answer,,,2025-10-31
A00003108,L002690,C00701,CL018,2025-11-26,Call,Promise to Pay,2025-12-03,349664,2025-11-27
A00003109,L002690,C00701,CL024,2025-10-12,Push,Promise to Pay,2025-10-13,186678,2025-10-19
A00003110,L002690,C00701,CL016,2025-11-05,SMS,Paid,,,2025-11-08
A00003111,L002690,C00701,CL018,2025-12-07,Email,No Answer,,,2025-12-11
A00003112,L002690,C00701,CL017,2025-11-11,Call,No Answer,,,2025-11-14
A00003113,L002696,C02399,CL014,2025-12-13,Call,Paid,,,2025-12-23
A00003114,L002696,C02399,CL006,2025-12-10,Field Visit,Paid,,,2025-12-12
A00003115,L002697,C02390,CL005,2025-12-01,Push,No Answer,,,2025-12-10
A00003116,L002697,C02390,CL011,2025-12-12,Push,Refused,,,2025-12-13
A00003117,L002697,C02390,CL007,2025-12-15,Call,No Answer,,,2025-12-25
A00003118,L002697,C02390,CL009,2025-11-30,SMS,Wrong Number,,,2025-12-01
A00003119,L002697,C02390,CL004,2025-11-27,Call,Paid,,,2025-12-01
A00003120,L002699,C00555,CL019,2025-12-19,Call,Paid,,,2025-12-27
A00003121,L002699,C00555,CL020,2025-11-24,Push,No Answer,,,2025-11-27
A00003122,L002699,C00555,CL017,2025-10-26,Push,No Answer,,,2025-11-01
A00003123,L002699,C00555,CL029,2025-11-01,Call,No Answer,,,2025-11-05
A00003124,L002699,C00555,CL021,2025-11-07,Call,Promise to Pay,2025-11-13,202460,2025-11-15
A00003125,L002699,C00555,CL026,2025-11-09,Field Visit,No Answer,,,2025-11-16
A00003126,L002699,C00555,CL025,2025-11-05,Call,No Answer,,,2025-11-11
A00003127,L002699,C00555,CL016,2025-10-24,Call,Promise to Pay,2025-10-29,266771,2025-10-27
A00003128,L002702,C00469,CL029,2025-12-03,Call,Rescheduled,,,2025-12-13
A00003129,L002702,C00469,CL020,2025-12-17,SMS,Paid,,,2025-12-24
A00003130,L002702,C00469,CL016,2025-12-08,Push,Rescheduled,,,2025-12-10
A00003131,L002705,C00606,CL023,2025-12-17,Call,Promise to Pay,2025-12-21,126622,2025-12-27
A00003132,L002705,C00606,CL021,2025-11-30,Call,Paid,,,2025-12-02
A00003133,L002705,C00606,CL023,2025-11-23,Call,Promise to Pay,2025-12-04,185959,2025-12-03
A00003134,L002705,C00606,CL028,2025-11-25,SMS,Promise to Pay,2025-12-09,122286,2025-11-27
A00003135,L002705,C00606,CL024,2025-12-27,Email,Promise to Pay,2026-01-09,123754,2026-01-02
A00003136,L002705,C00606,CL028,2025-11-30,Call,No Answer,,,2025-12-02
A00003137,L002706,C01081,CL003,2025-12-16,SMS,Refused,,,2025-12-21
A00003138,L002706,C01081,CL001,2025-12-23,SMS,Rescheduled,,,2025-12-31
A00003139,L002706,C01081,CL008,2025-12-09,Push,Promise to Pay,2025-12-22,112079,2025-12-16
A00003140,L002706,C01081,CL013,2025-12-23,Call,Promise to Pay,2026-01-05,112860,2025-12-28
A00003141,L002706,C01081,CL008,2025-12-19,Email,No Answer,,,2025-12-29
A00003142,L002710,C02492,CL017,2025-09-09,Call,No Answer,,,2025-09-15
A00003143,L002710,C02492,CL044,2025-11-15,Call,Paid,,,2025-11-18
A00003144,L002710,C02492,CL043,2025-09-01,Push,Rescheduled,,,2025-09-09
A00003145,L002710,C02492,CL041,2025-09-20,Call,Paid,,,2025-09-30
A00003146,L002710,C02492,CL026,2025-09-23,Push,No Answer,,,2025-10-03
A00003147,L002710,C02492,CL028,2025-09-17,Call,No Answer,,,2025-09-26
A00003148,L002710,C02492,CL031,2025-10-05,Call,Wrong Number,,,2025-10-07
A00003149,L002710,C02492,CL044,2025-10-08,Call,Wrong Number,,,2025-10-17
A00003150,L002710,C02492,CL027,2025-11-12,Field Visit,Refused,,,2025-11-21
A00003151,L002711,C00690,CL021,2025-11-24,Field Visit,No Answer,,,2025-12-03
A00003152,L002711,C00690,CL025,2025-12-12,Call,No Answer,,,2025-12-18
A00003153,L002711,C00690,CL018,2025-11-17,Call,No Answer,,,2025-11-27
A00003154,L002711,C00690,CL023,2025-12-07,Call,Rescheduled,,,2025-12-17
A00003155,L002715,C01894,CL022,2025-11-02,Call,Refused,,,2025-11-06
A00003156,L002715,C01894,CL021,2025-10-13,Call,Refused,,,2025-10-23
A00003157,L002715,C01894,CL029,2025-10-29,Call,No Answer,,,2025-11-04
A00003158,L002715,C01894,CL018,2025-10-03,Push,Rescheduled,,,2025-10-12
A00003159,L002718,C00477,CL004,2025-12-05,SMS,Wrong Number,,,2025-12-12
A00003160,L002718,C00477,CL001,2025-12-07,Call,Paid,,,2025-12-16
A00003161,L002719,C00080,CL021,2025-12-23,SMS,Paid,,,2025-12-30
A00003162,L002719,C00080,CL021,2025-12-30,Call,Promise to Pay,2026-01-11,902016,2026-01-07
A00003163,L002719,C00080,CL017,2025-12-20,Email,Paid,,,2025-12-28
A00003164,L002719,C00080,CL030,2025-12-31,SMS,Rescheduled,,,2026-01-01
A00003165,L002719,C00080,CL029,2025-12-25,Push,No Answer,,,2025-12-26
A00003166,L002719,C00080,CL025,2025-12-30,Email,No Answer,,,2026-01-03
A00003167,L002719,C00080,CL030,2025-12-19,Push,No Answer,,,2025-12-28
A00003168,L002719,C00080,CL029,2025-12-18,Call,No Answer,,,2025-12-25
A00003169,L002724,C00058,CL003,2025-11-18,Call,No Answer,,,2025-11-24
A00003170,L002729,C00681,CL011,2025-12-14,SMS,Promise to Pay,2025-12-26,207676,2025-12-23
A00003171,L002732,C00259,CL001,2025-12-06,SMS,No Answer,,,2025-12-15
A00003172,L002732,C00259,CL008,2025-12-05,Call,No Answer,,,2025-12-14
A00003173,L002732,C00259,CL009,2025-12-04,Push,Refused,,,2025-12-07
A00003174,L002732,C00259,CL014,2025-12-09,Call,No Answer,,,2025-12-17
A00003175,L002732,C00259,CL001,2025-12-09,Call,No Answer,,,2025-12-17
A00003176,L002733,C00343,CL004,2025-12-22,Call,Promise to Pay,2025-12-28,1660532,2025-12-25
A00003177,L002735,C01498,CL003,2025-12-22,Push,No Answer,,,2025-12-26
A00003178,L002735,C01498,CL002,2025-12-25,Call,Paid,,,2025-12-26
A00003179,L002735,C01498,CL006,2025-12-21,Field Visit,Promise to Pay,2025-12-26,307249,2025-12-24
A00003180,L002741,C00470,CL001,2025-12-31,SMS,No Answer,,,2026-01-03
A00003181,L002741,C00470,CL003,2025-12-31,Push,Rescheduled,,,2026-01-06
A00003182,L002741,C00470,CL010,2025-12-31,SMS,Rescheduled,,,2026-01-06
A00003183,L002741,C00470,CL012,2025-12-31,Call,No Answer,,,2026-01-05
A00003184,L002743,C02350,CL017,2025-11-25,Call,Paid,,,2025-11-27
A00003185,L002743,C02350,CL024,2025-11-04,Call,No Answer,,,2025-11-14
A00003186,L002743,C02350,CL029,2025-12-16,Call,No Answer,,,2025-12-25
A00003187,L002743,C02350,CL022,2025-11-30,Push,Promise to Pay,2025-12-01,324124,2025-12-09
A00003188,L002743,C02350,CL027,2025-11-09,SMS,Paid,,,2025-11-16
A00003189,L002743,C02350,CL030,2025-12-18,Call,No Answer,,,2025-12-21
A00003190,L002743,C02350,CL028,2025-12-19,SMS,Promise to Pay,2025-12-20,225085,2025-12-23
A00003191,L002743,C02350,CL023,2025-12-19,Call,Promise to Pay,2025-12-20,463936,2025-12-25
A00003192,L002745,C01050,CL039,2025-10-22,Field Visit,Paid,,,2025-10-25
A00003193,L002745,C01050,CL038,2025-11-29,Email,No Answer,,,2025-12-06
A00003194,L002745,C01050,CL039,2025-10-05,Call,Promise to Pay,2025-10-09,238084,2025-10-06
A00003195,L002745,C01050,CL024,2025-11-17,Call,No Answer,,,2025-11-27
A00003196,L002745,C01050,CL036,2025-10-28,Email,Paid,,,2025-11-06
A00003197,L002745,C01050,CL023,2025-11-07,Call,Paid,,,2025-11-11
A00003198,L002757,C01438,CL008,2025-12-14,Field Visit,Paid,,,2025-12-19
A00003199,L002757,C01438,CL003,2025-12-16,Call,Promise to Pay,2025-12-26,418618,2025-12-23
A00003200,L002757,C01438,CL007,2025-12-13,Field Visit,Promise to Pay,2025-12-24,873994,2025-12-23
A00003201,L002757,C01438,CL008,2025-12-10,Call,Promise to Pay,2025-12-15,1967960,2025-12-12
A00003202,L002757,C01438,CL015,2025-12-13,Call,Refused,,,2025-12-19
A00003203,L002762,C00030,CL028,2025-12-28,Email,Rescheduled,,,2026-01-07
A00003204,L002762,C00030,CL020,2025-12-31,Push,Promise to Pay,2026-01-10,446917,2026-01-02
A00003205,L002762,C00030,CL029,2025-12-15,Email,Promise to Pay,2025-12-29,141140,2025-12-21
A00003206,L002762,C00030,CL029,2025-12-31,Push,Promise to Pay,2026-01-09,143085,2026-01-05
A00003207,L002764,C00253,CL007,2025-12-08,Push,No Answer,,,2025-12-09
A00003208,L002764,C00253,CL005,2025-12-15,Call,No Answer,,,2025-12-18
A00003209,L002772,C00342,CL016,2025-11-18,Push,No Answer,,,2025-11-26
A00003210,L002772,C00342,CL018,2025-10-18,Call,No Answer,,,2025-10-27
A00003211,L002772,C00342,CL029,2025-11-06,Push,Paid,,,2025-11-13
A00003212,L002772,C00342,CL017,2025-11-20,Field Visit,Promise to Pay,2025-11-22,2900878,2025-11-21
A00003213,L002772,C00342,CL025,2025-11-18,Call,No Answer,,,2025-11-24
A00003214,L002772,C00342,CL030,2025-12-08,Call,No Answer,,,2025-12-10
A00003215,L002772,C00342,CL027,2025-11-22,Call,Refused,,,2025-11-28
A00003216,L002772,C00342,CL017,2025-10-09,Email,Promise to Pay,2025-10-10,2565911,2025-10-17
A00003217,L002779,C00466,CL021,2025-12-14,Email,Refused,,,2025-12-23
A00003218,L002779,C00466,CL025,2025-11-30,Field Visit,Rescheduled,,,2025-12-04
A00003219,L002779,C00466,CL028,2025-12-06,Call,No Answer,,,2025-12-15
A00003220,L002779,C00466,CL018,2025-12-13,Push,Refused,,,2025-12-15
A00003221,L002779,C00466,CL028,2025-11-12,Call,Promise to Pay,2025-11-23,791485,2025-11-18
A00003222,L002780,C01016,CL028,2025-11-12,Call,No Answer,,,2025-11-16
A00003223,L002780,C01016,CL026,2025-11-12,SMS,Promise to Pay,2025-11-24,295395,2025-11-14
A00003224,L002780,C01016,CL028,2025-12-08,Call,Rescheduled,,,2025-12-13
A00003225,L002790,C01131,CL023,2025-11-18,SMS,No Answer,,,2025-11-20
A00003226,L002790,C01131,CL022,2025-11-29,Field Visit,Refused,,,2025-12-03
A00003227,L002790,C01131,CL026,2025-12-19,SMS,Rescheduled,,,2025-12-20
A00003228,L002790,C01131,CL028,2025-12-02,Push,No Answer,,,2025-12-07
A00003229,L002790,C01131,CL029,2025-12-09,Email,No Answer,,,2025-12-19
A00003230,L002812,C02185,CL002,2025-12-04,Call,No Answer,,,2025-12-14
A00003231,L002812,C02185,CL013,2025-12-02,Call,No Answer,,,2025-12-07
A00003232,L002812,C02185,CL008,2025-12-14,Call,Refused,,,2025-12-20
A00003233,L002813,C00041,CL023,2025-12-08,SMS,No Answer,,,2025-12-12
A00003234,L002813,C00041,CL021,2025-09-25,Email,Paid,,,2025-09-26
A00003235,L002813,C00041,CL024,2025-12-13,Field Visit,Wrong Number,,,2025-12-16
A00003236,L002813,C00041,CL017,2025-10-25,Call,No Answer,,,2025-10-30
A00003237,L002813,C00041,CL020,2025-10-08,SMS,Promise to Pay,2025-10-19,360036,2025-10-18
A00003238,L002813,C00041,CL022,2025-11-23,Call,Paid,,,2025-11-28
A00003239,L002813,C00041,CL022,2025-11-02,Call,No Answer,,,2025-11-07
A00003240,L002814,C02109,CL014,2025-12-20,Field Visit,Paid,,,2025-12-28
A00003241,L002814,C02109,CL007,2025-12-14,SMS,Promise to Pay,2025-12-20,562195,2025-12-20
A00003242,L002814,C02109,CL010,2025-12-29,SMS,Promise to Pay,2025-12-31,1132280,2025-12-30
A00003243,L002814,C02109,CL015,2025-12-22,Email,Refused,,,2026-01-01
A00003244,L002814,C02109,CL014,2025-12-11,Push,Paid,,,2025-12-17
A00003245,L002819,C01882,CL005,2025-12-17,Email,Promise to Pay,2025-12-25,719084,2025-12-24
A00003246,L002819,C01882,CL004,2025-12-21,Call,Refused,,,2025-12-28
A00003247,L002819,C01882,CL002,2025-12-11,Call,Wrong Number,,,2025-12-20
A00003248,L002819,C01882,CL013,2025-12-09,Email,Promise to Pay,2025-12-19,499504,2025-12-15
A00003249,L002819,C01882,CL001,2025-12-05,Push,No Answer,,,2025-12-10
A00003250,L002826,C00264,CL018,2025-10-26,SMS,Refused,,,2025-11-01
A00003251,L002826,C00264,CL020,2025-10-23,Email,Rescheduled,,,2025-10-25
A00003252,L002826,C00264,CL030,2025-11-11,SMS,No Answer,,,2025-11-20
A00003253,L002827,C01025,CL002,2025-12-05,Push,Rescheduled,,,2025-12-09
A00003254,L002827,C01025,CL013,2025-12-01,Call,Paid,,,2025-12-08
A00003255,L002827,C01025,CL005,2025-12-14,Email,Promise to Pay,2025-12-15,287624,2025-12-21
A00003256,L002827,C01025,CL001,2025-11-29,SMS,Promise to Pay,2025-12-12,258893,2025-12-01
A00003257,L002832,C02310,CL005,2025-12-04,Call,Promise to Pay,2025-12-13,765681,2025-12-08
A00003258,L002832,C02310,CL009,2025-12-11,Call,Promise to Pay,2025-12-25,773649,2025-12-16
A00003259,L002846,C01978,CL045,2025-09-04,Push,Rescheduled,,,2025-09-13
A00003260,L002846,C01978,CL029,2025-09-28,SMS,Wrong Number,,,2025-10-07
A00003261,L002846,C01978,CL019,2025-10-07,Email,Wrong Number,,,2025-10-10
A00003262,L002846,C01978,CL023,2025-09-25,Field Visit,Promise to Pay,2025-10-06,1162460,2025-09-30
A00003263,L002846,C01978,CL023,2025-09-03,Call,No Answer,,,2025-09-05
A00003264,L002846,C01978,CL043,2025-07-28,Email,No Answer,,,2025-07-30
A00003265,L002846,C01978,CL043,2025-10-08,SMS,No Answer,,,2025-10-09
A00003266,L002846,C01978,CL039,2025-09-21,SMS,Promise to Pay,2025-09-28,517544,2025-09-30
A00003267,L002846,C01978,CL031,2025-08-13,Call,No Answer,,,2025-08-20
A00003268,L002852,C00269,CL020,2025-12-03,Push,Promise to Pay,2025-12-04,301224,2025-12-04
A00003269,L002852,C00269,CL025,2025-11-21,Call,Refused,,,2025-11-26
A00003270,L002852,C00269,CL028,2025-11-25,Push,No Answer,,,2025-11-27
A00003271,L002852,C00269,CL029,2025-12-02,SMS,Rescheduled,,,2025-12-03
A00003272,L002852,C00269,CL025,2025-11-27,Call,Paid,,,2025-11-29
A00003273,L002853,C00206,CL007,2025-12-15,Field Visit,Promise to Pay,2025-12-23,825137,2025-12-24
A00003274,L002853,C00206,CL008,2025-12-13,Call,Rescheduled,,,2025-12-21
A00003275,L002853,C00206,CL010,2025-12-11,Call,Promise to Pay,2025-12-22,921554,2025-12-15
A00003276,L002853,C00206,CL013,2025-12-18,Call,Refused,,,2025-12-23
A00003277,L002853,C00206,CL014,2025-12-12,SMS,Paid,,,2025-12-14
A00003278,L002861,C01638,CL006,2025-12-26,Email,Promise to Pay,2025-12-31,177616,2026-01-04
A00003279,L002861,C01638,CL009,2025-12-22,Push,Promise to Pay,2025-12-24,135431,2025-12-26
A00003280,L002867,C00256,CL006,2025-12-07,Push,Refused,,,2025-12-10
A00003281,L002870,C01997,CL003,2025-12-08,SMS,Paid,,,2025-12-11
A00003282,L002870,C01997,CL008,2025-12-14,Call,Rescheduled,,,2025-12-21
A00003283,L002874,C02322,CL004,2025-12-03,SMS,No Answer,,,2025-12-06
A00003284,L002874,C02322,CL014,2025-12-24,Push,Paid,,,2026-01-03
A00003285,L002874,C02322,CL010,2025-12-21,Push,No Answer,,,2025-12-31
A00003286,L002874,C02322,CL013,2025-12-18,SMS,Promise to Pay,2025-12-28,1369737,2025-12-28
A00003287,L002883,C01979,CL002,2025-12-26,Call,Paid,,,2026-01-04
A00003288,L002883,C01979,CL003,2025-12-19,SMS,Wrong Number,,,2025-12-23
A00003289,L002883,C01979,CL011,2025-12-14,SMS,Refused,,,2025-12-21
A00003290,L002883,C01979,CL013,2025-12-11,Call,Wrong Number,,,2025-12-13
A00003291,L002883,C01979,CL005,2025-12-22,Call,Promise to Pay,2026-01-03,375593,2025-12-28
A00003292,L002884,C01258,CL028,2025-11-07,Call,Refused,,,2025-11-16
A00003293,L002884,C01258,CL019,2025-11-12,SMS,Paid,,,2025-11-18
A00003294,L002884,C01258,CL020,2025-11-30,Field Visit,Paid,,,2025-12-02
A00003295,L002884,C01258,CL020,2025-11-12,SMS,Promise to Pay,2025-11-25,1723889,2025-11-17
A00003296,L002884,C01258,CL029,2025-12-10,SMS,No Answer,,,2025-12-13
A00003297,L002884,C01258,CL022,2025-11-12,Call,Promise to Pay,2025-11-26,194331,2025-11-13
A00003298,L002884,C01258,CL026,2025-12-08,Email,Wrong Number,,,2025-12-18
A00003299,L002886,C02172,CL025,2025-11-28,Call,No Answer,,,2025-12-02
A00003300,L002886,C02172,CL024,2025-11-24,SMS,Wrong Number,,,2025-11-30
A00003301,L002886,C02172,CL028,2025-12-11,Call,No Answer,,,2025-12-13
A00003302,L002886,C02172,CL026,2025-10-29,Call,No Answer,,,2025-11-08
A00003303,L002891,C02498,CL018,2025-11-01,Email,Promise to Pay,2025-11-09,477070,2025-11-07
A00003304,L002891,C02498,CL016,2025-11-30,SMS,Promise to Pay,2025-12-06,485439,2025-12-06
A00003305,L002891,C02498,CL027,2025-10-31,Call,No Answer,,,2025-11-01
A00003306,L002891,C02498,CL029,2025-12-17,Field Visit,No Answer,,,2025-12-24
A00003307,L002891,C02498,CL030,2025-11-20,Call,Promise to Pay,2025-11-26,1217332,2025-11-25
A00003308,L002893,C02120,CL012,2025-12-03,Call,Promise to Pay,2025-12-10,136808,2025-12-06
A00003309,L002893,C02120,CL010,2025-12-20,Call,Promise to Pay,2025-12-28,199743,2025-12-30
A00003310,L002894,C00256,CL019,2025-10-15,Call,Promise to Pay,2025-10-22,700753,2025-10-16
A00003311,L002894,C00256,CL026,2025-10-26,Field Visit,No Answer,,,2025-10-31
A00003312,L002894,C00256,CL023,2025-10-13,Call,No Answer,,,2025-10-15
A00003313,L002894,C00256,CL020,2025-12-12,Call,Paid,,,2025-12-14
A00003314,L002894,C00256,CL023,2025-10-08,Email,No Answer,,,2025-10-18
A00003315,L002894,C00256,CL024,2025-11-15,Call,Promise to Pay,2025-11-17,3598975,2025-11-16
A00003316,L002900,C00479,CL015,2025-12-18,Field Visit,No Answer,,,2025-12-25
A00003317,L002900,C00479,CL012,2025-12-18,Push,Paid,,,2025-12-23
A00003318,L002900,C00479,CL001,2025-11-26,Field Visit,Promise to Pay,2025-11-30,742106,2025-11-27
A00003319,L002900,C00479,CL014,2025-11-30,Call,Rescheduled,,,2025-12-04
A00003320,L002910,C00959,CL026,2025-11-13,Email,No Answer,,,2025-11-21
A00003321,L002910,C00959,CL029,2025-11-27,Call,No Answer,,,2025-11-29
A00003322,L002910,C00959,CL027,2025-10-24,Email,Rescheduled,,,2025-10-30
A00003323,L002910,C00959,CL019,2025-12-02,Call,Paid,,,2025-12-11
A00003324,L002910,C00959,CL027,2025-09-27,SMS,Refused,,,2025-09-30
A00003325,L002910,C00959,CL023,2025-12-06,SMS,No Answer,,,2025-12-13
A00003326,L002914,C00032,CL030,2025-11-27,SMS,No Answer,,,2025-12-02
A00003327,L002914,C00032,CL030,2025-11-13,Call,No Answer,,,2025-11-15
A00003328,L002914,C00032,CL026,2025-11-26,Call,Paid,,,2025-12-06
A00003329,L002914,C00032,CL018,2025-11-12,Call,Promise to Pay,2025-11-21,517316,2025-11-14
A00003330,L002914,C00032,CL018,2025-12-06,Call,Refused,,,2025-12-08
A00003331,L002914,C00032,CL017,2025-12-06,Call,Paid,,,2025-12-16
A00003332,L002914,C00032,CL019,2025-12-06,SMS,Wrong Number,,,2025-12-08
A00003333,L002914,C00032,CL017,2025-11-10,Push,No Answer,,,2025-11-15
A00003334,L002915,C01417,CL013,2025-12-17,Push,Promise to Pay,2025-12-20,145484,2025-12-21
